Orthogroup	Arabidopsis_lyrata	Arabidopsis_thaliana	Brassica_oleracea	Brassica_rapa	Capsella_rubella	Capsicum_annuum	Carica_papaya	Cicer_arietinum	Citrus_sinensis	Cucumis_melo	Cucumis_sativus	Eutrema_salsugineum	Fragaria_vesca	Glycine_max	Gossypium_hirsutum	Helianthus_annuus	Jatropha_curcas	Malus_domestica	Manihot_esculenta	Medicago_truncatula	Nicotiana_attenuata	Papaver_somniferum	Phaseolus_vulgaris	Populus_euphratica	Populus_trichocarpa	Prunus_mume	Prunus_persica	Pyrus_x_bretschneideri	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Vitis_vinifera	Total
OG0000190	6	7	12	13	6	10	4	5	21	5	4	5	10	9	12	12	10	9	6	5	6	13	5	18	20	15	11	9	8	8	9	14	307
OG0000191	7	7	13	13	5	10	4	4	13	4	3	11	6	9	33	13	8	13	4	6	11	10	4	10	10	9	9	19	9	10	8	12	307
OG0000192	1	2	1	1	1	12	1	12	18	4	7	1	7	18	14	12	13	8	19	23	13	10	14	6	10	9	13	8	12	16	9	12	307
OG0000193	6	10	12	24	10	13	3	12	6	6	4	7	4	21	13	14	9	8	12	7	4	10	6	13	16	4	4	3	17	11	12	5	306
OG0000194	9	9	16	18	6	5	8	7	7	3	7	5	3	24	31	12	7	6	19	5	9	2	6	20	19	5	6	7	6	4	8	6	305
OG0000195	6	9	13	14	5	9	5	4	13	5	5	3	4	26	24	8	6	20	10	22	11	15	7	4	5	7	7	7	7	6	10	7	304
OG0000196	9	10	10	17	9	6	1	6	11	4	4	9	5	7	26	16	4	10	11	5	9	16	5	17	23	4	6	10	10	7	8	8	303
OG0000197	4	5	9	10	4	6	4	5	5	19	18	3	3	13	79	6	3	6	5	3	5	3	3	9	14	4	4	8	11	14	11	7	303
OG0000198	4	7	14	18	6	7	6	5	4	6	4	4	4	16	14	11	7	21	22	9	8	5	7	5	17	6	12	22	6	6	7	13	303
OG0000199	8	8	19	20	4	5	2	3	8	4	6	6	4	11	12	18	13	4	17	7	8	2	5	11	12	2	2	2	27	9	31	11	301
OG0000200	5	6	11	13	8	6	6	8	14	5	6	9	5	26	19	6	9	11	28	7	7	6	5	13	4	8	9	12	8	8	6	7	301
OG0000201	9	16	16	17	8	5	6	7	6	7	8	9	7	12	26	15	6	14	12	6	7	6	5	10	12	5	4	14	6	6	7	6	300
OG0000202	3	5	5	5	6	6	1	8	5	13	10	4	5	11	5	35	3	8	37	4	3	5	20	9	7	6	8	9	13	17	8	16	300
OG0000203	4	11	9	12	6	9	2	6	5	8	7	6	5	16	20	18	12	12	13	10	8	11	8	14	18	7	7	10	7	5	7	7	300
OG0000204	8	20	21	16	8	4	2	7	9	8	7	10	1	12	7	5	11	13	9	7	7	5	3	10	13	8	9	8	17	12	8	15	300
OG0000205	11	13	8	14	11	9	10	8	11	3	4	8	4	32	12	6	7	4	14	7	9	7	4	14	15	5	4	7	8	9	14	7	299
OG0000206	6	12	6	7	9	26	3	1	13	1	1	8	1	2	35	3	11	3	15	1	16	0	2	9	8	1	0	1	18	21	31	28	299
OG0000207	12	10	9	8	12	5	4	2	22	9	8	8	16	9	21	7	4	8	5	26	6	21	7	8	13	4	3	8	7	6	5	5	298
OG0000208	5	8	11	12	5	10	2	8	4	6	6	3	12	18	9	3	8	9	10	29	6	20	17	10	10	11	9	5	9	9	12	2	298
OG0000209	23	28	17	26	23	9	4	3	9	2	1	18	5	7	22	1	5	7	2	4	1	6	4	9	14	7	6	9	4	6	3	13	298
OG0000210	6	8	17	20	7	7	7	6	6	7	8	7	7	17	17	11	4	11	14	7	10	7	4	16	19	9	3	5	8	7	8	8	298
OG0000211	7	8	10	11	7	13	4	16	12	5	5	5	7	19	30	10	7	10	11	8	9	2	8	11	7	6	4	16	9	9	6	5	297
OG0000212	4	6	10	6	6	7	7	10	9	3	3	5	5	18	16	17	3	9	2	15	13	13	6	8	9	16	12	14	8	11	13	13	297
OG0000213	5	7	15	13	8	18	1	7	24	3	4	3	4	13	11	9	9	6	13	29	8	28	3	4	5	1	4	7	7	8	15	5	297
OG0000214	7	5	10	14	4	13	4	9	8	5	4	6	2	23	25	12	7	8	12	8	8	4	5	10	14	3	3	7	19	10	13	15	297
OG0000215	7	12	7	11	6	22	3	6	5	6	9	9	8	26	19	11	6	11	18	10	7	6	7	14	9	4	6	5	9	8	5	4	296
OG0000216	9	17	11	11	5	5	9	4	8	4	6	7	7	19	17	13	6	13	10	13	11	5	11	13	7	8	7	13	5	4	4	14	296
OG0000217	8	19	6	6	5	11	4	5	10	3	10	5	3	15	13	6	11	13	11	7	6	16	11	11	17	2	3	14	6	4	8	27	296
OG0000218	10	10	5	4	7	3	1	3	11	3	3	3	6	20	9	21	1	24	0	26	13	2	1	13	40	14	21	15	3	1	0	3	296
OG0000220	7	12	15	16	8	7	4	5	7	7	7	7	7	13	22	29	3	7	10	6	13	10	7	10	6	4	3	14	7	7	10	4	294
OG0000221	4	9	5	5	3	3	8	20	5	14	13	1	9	34	36	6	8	6	6	12	2	13	6	10	17	5	5	10	5	4	3	5	292
OG0000222	6	12	10	11	7	6	6	7	8	1	1	4	7	9	21	13	16	19	15	10	7	5	7	11	9	8	16	7	7	8	7	11	292
OG0000223	6	7	12	15	6	9	4	4	8	7	6	6	6	17	21	9	6	11	14	8	9	6	12	14	11	6	6	15	7	7	8	9	292
OG0000224	2	1	3	2	1	22	7	6	2	6	3	2	14	8	13	3	13	15	10	11	8	8	4	2	7	12	11	14	18	16	32	16	292
OG0000225	10	26	9	6	8	12	7	2	9	6	2	13	8	14	39	10	3	6	4	5	8	5	6	3	4	7	9	21	9	10	9	2	292
OG0000226	4	8	6	4	12	7	10	5	6	9	8	3	6	16	20	7	10	13	15	6	5	3	10	19	17	10	18	10	8	7	5	5	292
OG0000227	0	0	33	8	5	0	0	0	20	0	0	2	2	2	3	3	2	44	19	4	1	4	0	0	0	44	74	17	0	0	0	5	292
OG0000228	21	23	26	38	12	51	0	0	0	0	0	15	1	0	2	8	1	1	7	0	21	2	0	0	0	0	0	0	16	24	22	0	291
OG0000229	16	27	25	15	25	6	3	13	21	6	3	13	2	8	7	10	6	1	4	13	7	10	11	0	0	3	10	4	6	3	5	8	291
OG0000230	5	2	5	4	2	3	4	9	4	7	9	2	10	12	23	32	7	11	15	10	3	31	6	5	9	17	11	9	3	3	5	13	291
OG0000231	6	19	13	15	6	9	5	5	5	9	8	5	4	8	25	13	13	10	8	4	8	9	7	9	16	4	4	9	9	6	10	10	291
OG0000232	8	11	8	12	6	7	7	3	8	5	10	6	7	30	11	5	8	12	10	3	10	6	3	14	10	9	10	22	9	9	8	4	291
OG0000233	3	16	16	21	7	2	1	4	10	4	8	7	2	19	48	13	6	7	16	2	1	13	2	10	9	9	8	14	2	4	4	3	291
OG0000234	6	7	14	13	6	9	4	9	5	4	4	4	4	28	28	9	8	12	8	7	8	8	8	7	6	9	9	13	9	9	9	6	290
OG0000235	7	7	3	5	1	9	5	9	3	0	0	2	3	19	20	11	6	9	5	19	9	18	12	10	7	22	18	8	15	5	7	16	290
OG0000236	5	8	12	15	10	12	7	11	12	6	5	6	6	16	16	26	7	4	9	11	8	3	15	3	3	8	7	6	8	8	12	5	290
OG0000238	8	12	20	24	10	7	4	8	3	6	6	9	3	10	20	12	6	9	13	6	5	4	4	12	11	5	7	15	11	10	6	3	289
OG0000239	11	17	21	21	16	8	5	6	5	7	6	11	8	19	8	8	4	10	7	7	6	2	7	7	8	7	7	11	8	8	10	3	289
OG0000240	9	17	18	20	9	9	9	7	4	4	7	9	6	12	15	8	4	10	8	7	9	12	7	10	10	5	6	9	8	8	7	6	289
OG0000241	9	20	11	12	14	11	2	6	5	1	1	4	26	8	1	36	2	14	3	9	8	4	6	2	1	10	3	14	11	11	21	3	289
OG0000242	9	14	23	33	10	7	1	4	3	0	0	17	17	6	4	7	3	5	2	15	7	13	21	8	8	4	5	3	9	13	10	8	289
OG0000243	13	9	9	12	8	4	2	15	6	2	3	5	4	26	21	10	6	12	10	7	1	15	3	13	14	8	12	16	6	9	3	5	289
OG0000244	4	5	8	9	4	9	4	10	5	9	9	3	6	23	26	11	7	11	9	11	9	11	11	10	10	6	6	11	7	8	9	6	287
OG0000245	4	8	19	13	4	11	4	9	4	2	2	6	8	20	13	13	12	8	20	3	10	8	7	10	4	5	6	12	10	12	12	8	287
OG0000246	0	0	0	2	0	15	0	2	0	6	1	0	10	3	0	0	2	40	0	10	4	83	0	1	1	41	43	6	5	8	4	0	287
OG0000247	13	13	22	30	12	7	4	6	4	5	8	9	3	6	27	7	3	15	10	5	9	8	4	5	7	5	3	14	6	6	5	5	286
OG0000248	4	9	8	18	6	3	0	3	3	2	5	1	13	8	20	21	5	21	1	4	6	14	3	15	18	7	9	3	6	8	17	25	286
OG0000249	4	4	6	16	5	7	2	8	7	5	5	4	9	26	40	10	5	6	11	10	6	8	3	10	9	3	7	13	13	10	11	2	285
OG0000250	15	15	18	16	15	5	5	11	4	2	2	13	8	24	9	11	1	12	6	11	10	9	11	2	2	5	7	12	5	6	7	6	285
OG0000251	6	7	9	10	11	9	5	1	11	4	4	6	22	3	12	25	6	5	2	2	6	35	1	6	4	5	8	3	15	14	18	10	285
OG0000252	5	8	6	11	4	7	5	5	6	8	7	3	5	11	28	23	4	18	11	5	8	9	3	9	15	11	9	13	7	8	6	7	285
OG0000253	11	13	9	9	7	8	2	7	7	4	4	7	8	13	21	3	6	17	5	9	3	19	4	15	21	3	4	20	9	6	8	3	285
OG0000254	4	11	4	5	7	23	11	2	13	2	2	4	5	0	6	1	6	33	13	2	4	7	2	17	19	10	15	15	7	7	16	11	284
OG0000255	5	7	12	12	8	15	5	3	5	7	7	5	7	14	28	12	5	1	12	8	10	9	3	17	18	3	3	9	5	11	10	8	284
OG0000256	5	3	5	4	6	12	3	4	10	7	8	2	5	23	29	16	2	9	8	8	10	10	3	8	10	2	3	6	19	10	26	8	284
OG0000257	6	10	6	6	3	7	1	6	8	4	6	4	2	14	37	6	2	5	18	7	7	7	2	16	23	5	15	17	7	7	9	11	284
OG0000258	5	6	2	3	9	10	4	6	2	1	7	5	1	40	42	3	20	15	1	10	9	13	2	9	11	4	5	7	8	9	7	8	284
OG0000259	4	17	4	14	6	2	0	2	8	7	3	0	9	18	8	13	6	20	7	24	3	0	17	14	21	16	9	9	2	3	1	16	283
OG0000260	40	41	51	65	35	1	0	0	1	0	0	25	0	0	1	1	0	0	2	1	0	2	0	4	4	0	0	1	3	0	2	2	282
OG0000261	4	5	13	12	3	1	4	5	2	4	3	6	32	20	2	11	2	30	2	20	1	0	9	6	4	11	8	22	1	1	1	36	281
OG0000262	5	2	6	9	8	11	6	9	7	4	4	3	6	24	11	16	5	11	4	16	7	15	8	1	20	7	9	11	6	5	13	12	281
OG0000263	7	9	12	7	7	6	6	4	11	7	7	7	5	24	15	11	7	9	16	5	5	9	8	13	13	5	6	13	7	6	8	6	281
OG0000264	8	15	14	12	5	7	5	10	7	3	4	4	6	12	35	9	1	13	18	5	5	11	7	9	10	5	5	10	7	6	5	8	281
OG0000265	5	7	10	10	8	18	3	4	8	7	11	5	7	13	9	11	10	5	5	10	8	10	8	8	10	6	8	11	8	6	18	14	281
OG0000266	3	5	5	6	5	12	0	10	5	11	15	4	3	20	25	7	6	8	19	10	8	4	7	14	10	3	3	7	12	14	11	7	279
OG0000267	3	9	6	7	4	6	7	10	8	5	4	8	1	21	44	30	3	10	16	7	6	2	4	13	9	3	6	10	2	2	3	10	279
OG0000268	4	12	5	9	4	2	8	4	9	18	6	6	3	34	13	19	4	10	3	13	8	16	3	9	7	9	8	4	7	7	7	8	279
OG0000269	3	12	7	7	2	8	2	9	6	3	1	4	4	17	35	8	10	10	25	5	4	12	5	12	15	5	7	13	6	5	3	12	277
OG0000270	8	10	3	6	4	12	2	5	4	2	2	6	9	20	37	3	7	15	9	6	7	5	7	18	14	5	6	2	10	13	9	11	277
OG0000271	5	5	7	6	5	16	2	10	3	4	4	5	4	19	13	21	4	8	7	19	14	9	11	4	8	3	3	7	12	14	12	12	276
OG0000272	2	9	4	13	7	4	8	8	11	3	2	3	5	7	16	3	18	11	8	8	12	6	6	26	13	4	10	11	7	7	10	14	276
OG0000273	0	0	0	0	0	3	2	0	12	9	21	0	28	5	54	0	3	43	0	6	7	0	1	2	2	7	6	24	8	16	16	1	276
OG0000275	5	6	4	8	6	8	2	10	9	5	4	3	8	32	22	7	11	8	8	11	7	5	8	19	16	7	9	5	7	5	6	4	275
OG0000276	12	12	14	15	10	10	4	6	2	5	7	9	6	12	12	8	5	10	17	6	3	8	6	8	9	6	8	14	7	9	8	7	275
OG0000277	8	11	13	15	7	6	3	6	6	7	6	8	5	16	16	6	4	10	9	16	8	10	13	9	9	4	5	9	10	10	6	4	275
OG0000278	6	5	9	8	5	12	3	4	4	6	4	6	6	8	10	3	3	11	14	11	6	12	6	12	16	13	16	12	9	9	6	20	275
OG0000279	10	12	13	20	7	9	5	8	3	2	3	9	4	23	26	13	2	8	5	11	8	11	2	8	7	4	5	6	10	9	7	4	274
OG0000280	6	8	7	13	6	3	4	8	10	4	5	3	4	15	50	11	6	12	13	5	4	11	4	14	7	6	3	7	6	6	3	10	274
OG0000281	8	14	22	27	9	8	5	8	2	3	7	8	8	14	15	3	5	7	10	11	7	6	9	6	12	8	5	11	4	5	3	4	274
OG0000282	5	9	6	7	6	20	2	6	8	7	6	8	4	14	14	13	10	4	7	13	8	18	8	8	10	4	2	5	10	16	9	7	274
OG0000283	5	9	9	9	3	18	6	6	10	8	6	5	3	21	13	17	4	12	11	5	9	9	7	10	9	4	4	17	6	5	7	7	274
OG0000284	4	3	5	6	3	2	5	7	9	8	6	6	4	18	65	11	7	4	11	7	9	4	5	13	9	5	6	6	10	3	2	11	274
OG0000285	2	4	17	14	2	9	3	3	10	1	1	2	8	15	10	8	7	15	24	3	7	20	4	11	17	8	8	12	8	4	5	11	273
OG0000286	5	7	11	14	5	11	7	9	9	6	7	5	5	16	15	9	9	6	8	13	14	12	6	6	8	5	4	9	12	8	7	4	272
OG0000287	7	5	6	7	3	5	2	6	7	6	6	3	5	17	11	4	10	17	6	7	11	12	4	21	20	7	5	18	6	10	9	9	272
OG0000288	7	11	14	14	11	7	3	3	2	7	4	8	7	1	7	22	6	9	9	7	4	0	2	21	21	9	8	4	5	5	6	26	270
OG0000289	7	13	5	15	5	12	2	4	8	3	3	7	4	9	30	8	7	8	10	4	7	9	3	26	13	6	6	9	9	6	7	5	270
OG0000290	6	6	11	14	6	6	6	12	6	7	6	6	5	23	16	10	7	8	10	10	7	7	11	10	9	5	5	11	6	5	7	6	270
OG0000291	13	10	10	10	1	0	0	0	0	0	0	6	14	0	0	89	0	15	0	13	0	75	0	0	0	2	9	3	0	0	0	0	270
OG0000292	1	0	2	0	0	26	0	2	11	1	3	0	0	20	7	2	14	0	35	4	6	0	18	30	54	0	0	0	12	5	9	8	270
OG0000293	10	6	14	12	12	8	1	6	6	2	1	6	1	14	31	14	4	3	6	4	13	7	2	15	35	5	4	5	6	6	5	5	269
OG0000294	2	1	3	2	1	7	4	0	7	5	13	1	27	0	5	0	4	63	7	7	0	2	1	1	1	11	27	21	0	1	5	40	269
OG0000295	9	17	22	24	7	11	7	4	5	5	4	8	2	20	24	8	4	3	7	4	5	8	2	12	15	3	5	4	5	5	4	6	269
OG0000296	8	6	9	9	5	3	3	7	5	3	4	7	5	25	16	7	7	12	8	11	11	6	10	10	14	4	5	9	14	9	6	11	269
OG0000297	13	22	23	27	16	12	6	2	5	0	0	13	3	2	9	14	12	4	7	2	15	4	1	7	7	4	5	2	6	6	5	14	268
OG0000298	5	5	12	11	3	8	2	3	10	8	5	6	6	11	26	9	8	10	11	2	13	5	3	13	24	5	5	7	6	5	9	12	268
OG0000299	9	5	9	11	5	6	6	8	4	7	6	3	6	30	12	18	3	11	7	5	6	2	9	13	21	5	7	6	8	3	7	10	268
OG0000300	10	22	13	10	9	10	3	5	8	2	3	6	5	12	15	7	9	7	5	10	7	24	10	9	9	5	5	14	3	3	3	5	268
OG0000301	7	8	28	20	4	6	4	19	4	3	5	10	7	18	20	5	3	12	3	9	6	8	2	6	6	6	5	11	5	6	5	7	268
OG0000302	5	8	5	11	6	2	18	2	23	2	3	6	7	9	32	6	6	16	17	2	2	2	1	17	17	5	11	15	1	1	1	9	268
OG0000303	5	8	11	29	6	7	3	10	4	8	3	8	2	24	39	11	2	6	9	14	4	8	1	8	7	1	2	5	8	5	4	6	268
OG0000304	17	22	19	17	13	8	4	4	5	4	3	9	4	8	20	8	3	7	10	4	7	4	4	10	10	2	3	4	9	10	8	8	268
OG0000305	6	7	7	13	4	9	2	7	4	4	10	5	3	23	25	8	6	13	13	12	5	15	4	7	7	6	4	15	8	7	6	3	268
OG0000306	11	11	10	14	10	7	4	4	6	3	2	10	4	11	31	13	8	14	10	4	7	5	6	8	8	6	5	8	8	8	7	3	266
OG0000307	8	6	4	3	8	12	2	7	3	7	3	4	3	12	12	10	6	16	8	6	19	9	2	4	13	4	5	10	16	17	18	9	266
OG0000308	8	7	11	13	8	6	6	5	8	5	7	5	6	14	23	17	5	11	7	6	6	10	7	11	8	7	8	9	4	4	6	7	265
OG0000309	4	6	6	10	3	6	7	9	7	3	5	5	6	19	16	4	9	14	22	5	10	5	4	12	8	9	9	10	8	8	6	10	265
OG0000310	7	5	4	12	10	7	1	4	10	1	3	5	3	5	35	5	7	20	7	29	4	18	1	16	23	4	6	7	1	1	3	0	264
OG0000311	0	0	0	0	0	10	0	10	0	0	0	0	13	37	11	53	1	11	0	21	10	0	1	0	0	29	29	3	0	9	14	2	264
OG0000312	2	2	5	5	4	4	2	3	5	13	11	3	4	23	54	5	6	14	10	3	4	18	6	17	13	2	5	7	2	2	2	7	263
OG0000313	3	4	4	15	4	30	0	6	3	4	6	1	5	10	15	10	6	11	7	9	10	2	3	20	17	4	5	21	7	6	7	8	263
OG0000314	7	11	8	20	8	6	2	7	8	9	7	8	6	11	13	10	6	9	7	10	4	8	7	9	10	6	7	7	7	4	7	14	263
OG0000315	6	12	11	15	8	9	4	5	4	4	8	6	10	11	23	12	6	8	14	8	7	8	5	6	6	4	5	4	10	7	6	10	262
OG0000316	7	16	10	8	8	6	2	9	10	5	3	8	5	17	26	6	6	11	7	5	11	8	7	8	6	4	8	5	7	10	7	6	262
OG0000317	6	7	9	8	6	4	2	2	5	10	10	3	12	14	7	4	10	12	6	10	7	0	4	10	18	14	11	12	10	7	14	8	262
OG0000318	13	19	11	15	14	4	1	10	2	2	2	6	2	13	18	29	1	6	2	15	5	17	6	2	7	5	8	7	8	3	5	3	261
OG0000319	7	5	5	4	5	8	5	7	8	5	5	5	7	8	9	11	10	19	8	4	8	21	8	12	22	2	3	11	4	7	8	9	260
OG0000320	2	1	4	4	2	6	0	7	20	2	2	1	16	21	14	13	4	14	3	26	0	0	15	8	5	10	6	14	4	6	13	17	260
OG0000321	9	9	5	9	4	6	3	11	4	4	10	4	2	22	40	19	2	5	6	8	8	15	3	10	10	3	2	4	6	7	7	3	260
OG0000322	1	1	2	2	1	6	2	3	9	15	18	1	17	8	19	9	8	21	10	5	6	6	7	9	8	9	8	18	7	7	7	8	258
OG0000323	10	8	2	6	4	2	7	18	8	10	4	5	8	13	10	7	7	12	6	13	7	12	8	4	6	3	2	11	24	7	6	8	258
OG0000324	1	2	24	6	1	12	0	0	0	1	14	9	0	10	2	5	0	0	1	2	77	31	0	2	5	0	0	0	32	15	6	0	258
OG0000325	8	12	11	17	7	6	2	5	4	6	8	9	3	9	13	9	7	6	6	5	10	9	3	21	23	4	4	3	10	2	11	4	257
OG0000326	1	1	3	2	1	6	2	3	12	4	9	0	8	11	6	14	6	16	9	10	3	10	5	13	22	16	16	19	3	5	5	16	257
OG0000327	0	0	2	0	0	19	0	1	22	7	0	2	1	11	47	12	28	1	4	5	51	7	0	0	1	0	2	21	5	1	2	5	257
OG0000328	4	4	9	10	4	3	6	8	10	5	6	6	7	13	15	4	11	5	18	8	5	9	6	13	7	8	6	8	8	11	8	11	256
OG0000329	5	2	9	9	2	5	4	10	17	5	10	3	4	38	8	4	7	15	17	7	9	0	9	6	8	4	7	10	6	5	9	2	256
OG0000330	10	10	17	16	9	4	5	4	5	7	6	5	4	19	32	9	3	5	8	5	7	6	5	10	11	3	3	7	6	5	3	7	256
OG0000331	8	8	13	18	8	11	3	3	4	5	7	6	4	5	18	14	3	10	12	4	8	3	2	12	11	7	4	14	10	10	7	3	255
OG0000332	5	9	12	17	6	6	3	6	7	5	5	7	5	13	25	17	4	9	7	6	7	12	5	6	4	4	5	9	9	8	7	5	255
OG0000333	4	11	8	8	3	9	3	10	5	8	8	4	8	12	14	9	0	13	5	4	8	6	3	19	17	12	10	8	6	7	4	8	254
OG0000334	5	5	8	6	5	6	2	5	2	10	8	3	1	38	30	9	3	2	6	5	6	11	9	6	7	2	1	11	11	10	10	11	254
OG0000335	10	16	15	25	5	1	2	5	10	6	8	5	9	5	26	5	8	16	15	5	1	4	2	10	10	4	6	8	7	2	1	1	253
OG0000336	6	10	12	19	8	2	1	7	9	1	9	9	3	13	20	18	17	14	8	3	1	2	1	4	4	3	13	5	2	1	5	23	253
OG0000337	6	5	9	6	4	4	8	6	9	8	5	4	4	10	10	9	7	7	13	36	13	2	6	11	7	5	4	4	10	6	6	9	253
OG0000338	2	6	3	4	2	6	5	4	2	5	6	2	4	30	22	13	6	9	18	10	12	7	6	12	11	4	4	10	6	8	5	9	253
OG0000339	4	7	3	6	3	14	7	5	4	1	1	3	7	4	10	12	4	7	13	13	11	12	8	7	12	13	16	9	6	6	11	13	252
OG0000340	4	6	7	8	4	6	13	2	14	5	7	2	4	12	30	8	9	9	6	2	6	3	3	12	16	6	8	7	5	6	5	17	252
OG0000341	6	14	15	13	6	5	4	3	9	2	2	8	4	10	18	13	9	8	19	6	8	4	4	8	5	2	6	6	8	10	11	6	252
OG0000342	4	5	4	4	3	5	4	4	7	3	7	4	2	14	24	4	6	21	11	5	9	2	6	15	8	9	8	18	11	10	7	8	252
OG0000343	9	12	6	7	7	10	2	3	4	5	3	4	6	7	33	9	6	6	5	3	6	4	2	27	25	3	4	14	4	5	8	3	252
OG0000344	4	9	11	10	5	8	2	11	8	2	2	4	2	14	23	11	1	7	14	9	5	11	3	11	13	4	5	7	9	14	6	6	251
OG0000346	2	3	5	9	1	4	7	2	9	5	3	4	5	11	24	11	5	9	14	4	11	12	7	15	18	6	5	17	4	3	5	10	250
OG0000347	7	9	14	19	7	2	3	11	5	1	1	7	3	24	26	5	3	10	16	7	4	2	6	10	13	4	4	8	4	3	3	9	250
OG0000348	7	10	4	4	5	6	5	5	9	7	6	3	11	8	21	4	4	8	11	10	10	18	5	5	5	4	8	8	12	9	9	9	250
OG0000349	6	20	2	4	5	11	1	5	5	5	7	3	3	13	40	8	10	1	8	6	6	9	3	9	6	2	3	2	10	24	10	3	250
OG0000350	8	10	6	8	6	4	6	6	6	6	4	4	7	17	19	10	11	15	7	6	12	9	6	7	7	4	4	9	4	6	8	8	250
OG0000351	7	6	19	17	6	5	7	3	3	2	3	7	2	25	15	7	10	6	13	6	14	4	5	4	4	2	5	9	10	12	8	3	249
OG0000352	6	11	14	8	6	5	1	8	5	5	2	3	4	29	17	22	2	3	14	3	2	15	4	11	10	6	7	5	6	2	2	11	249
OG0000353	9	16	15	15	8	6	5	5	6	5	6	6	4	20	20	6	2	8	12	5	7	6	7	9	8	3	3	5	7	5	6	3	248
OG0000354	6	6	16	18	8	11	3	3	2	6	4	9	5	9	16	6	8	8	13	4	9	2	3	10	17	8	7	10	8	7	4	2	248
OG0000355	14	17	12	10	15	3	2	11	3	5	2	8	5	13	10	4	7	7	7	7	11	10	10	6	10	7	7	2	6	6	4	7	248
OG0000356	8	11	11	6	7	11	3	8	4	8	14	3	8	14	14	5	6	14	3	6	9	13	4	3	4	5	3	11	11	7	6	8	248
OG0000357	9	21	12	12	11	5	2	4	11	3	10	4	2	14	26	9	5	9	6	4	4	6	4	8	12	4	5	4	5	7	6	4	248
OG0000358	5	8	15	16	3	15	11	15	5	10	13	3	3	3	12	3	3	9	4	3	4	13	5	10	13	3	3	5	10	14	5	3	247
OG0000359	5	5	7	6	8	3	1	5	5	9	19	4	9	8	10	5	5	12	10	3	5	10	3	14	10	4	10	7	12	9	13	11	247
OG0000360	8	8	13	6	4	8	2	5	16	7	3	5	2	17	13	8	4	13	8	9	15	2	3	7	6	4	10	12	5	8	6	10	247
OG0000361	13	6	12	12	9	3	2	5	27	6	7	6	5	3	17	16	5	8	14	3	4	5	9	11	12	3	6	7	1	0	1	8	246
OG0000362	3	3	6	9	2	7	5	11	4	4	4	5	3	15	60	3	6	5	11	9	6	5	3	14	14	4	3	6	3	6	3	4	246
OG0000363	0	0	0	0	0	33	0	34	2	1	2	0	1	3	5	2	0	0	1	6	48	0	9	0	0	0	0	0	39	50	10	0	246
OG0000364	0	0	0	0	0	8	3	0	5	3	2	0	58	3	4	4	20	19	14	0	13	0	1	2	3	31	24	13	3	3	7	3	246
OG0000365	9	11	13	14	10	3	9	5	8	4	3	9	8	8	11	12	5	8	7	9	4	10	8	8	8	6	5	10	3	3	4	10	245
OG0000366	20	17	11	6	11	3	4	9	3	6	7	9	11	8	21	16	2	5	2	3	2	4	6	2	4	1	2	1	7	11	7	24	245
OG0000367	7	8	8	11	6	9	4	10	6	4	5	7	9	12	7	13	5	7	8	14	9	7	7	7	5	6	8	10	6	7	6	7	245
OG0000368	8	9	9	13	8	4	2	2	5	5	5	8	2	12	61	6	5	4	12	3	4	7	4	13	9	2	4	6	2	2	3	6	245
OG0000369	0	0	0	0	0	5	3	7	6	2	0	0	16	18	25	9	1	21	4	25	5	14	12	5	2	8	9	18	6	6	9	9	245
OG0000370	6	11	9	12	5	16	4	5	4	3	5	4	3	7	27	8	1	8	4	12	5	16	3	14	12	4	5	8	3	5	9	6	244
OG0000371	25	32	18	29	16	0	4	1	44	4	3	19	0	0	0	2	6	0	15	4	2	0	0	0	0	0	0	0	0	0	0	20	244
OG0000372	4	1	6	8	8	6	5	10	2	7	3	6	7	10	14	3	3	16	2	3	6	9	3	18	21	6	8	20	5	7	5	12	244
OG0000373	0	0	0	0	0	10	2	4	21	7	5	0	3	6	8	18	5	7	18	4	6	13	8	13	16	5	13	4	6	7	13	22	244
OG0000374	63	38	59	44	24	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243
OG0000375	7	14	9	12	7	8	3	4	7	4	7	6	8	19	6	7	4	5	7	11	9	15	3	7	7	8	11	5	5	6	6	6	243
OG0000376	9	15	5	6	7	6	3	5	13	6	4	6	8	6	7	10	10	13	7	8	2	18	5	7	12	7	9	6	4	6	5	8	243
OG0000377	6	7	5	6	7	16	3	7	5	1	3	5	3	11	4	11	3	7	5	19	12	37	8	4	3	3	3	4	9	9	10	7	243
OG0000378	5	4	6	11	7	7	5	6	7	3	4	6	10	11	9	7	5	9	6	10	6	10	5	11	15	5	4	13	12	12	7	5	243
OG0000379	6	10	8	10	5	4	2	7	4	9	6	3	4	18	19	6	4	13	12	6	8	9	5	5	9	5	8	11	7	7	8	5	243
OG0000380	5	8	11	6	6	10	5	9	5	5	6	6	2	29	19	5	5	9	6	6	4	9	5	8	17	2	4	7	6	5	6	7	243
OG0000381	7	7	5	8	6	9	3	12	16	3	2	1	3	18	24	20	5	14	10	9	4	10	2	7	9	5	4	5	2	3	5	5	243
OG0000382	6	5	6	6	7	7	3	7	5	2	2	8	2	16	70	4	2	7	6	8	5	2	4	7	10	2	2	9	6	5	6	5	242
